"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"4455",41,"fit","mostly anything","socially","never","graduated from college/university","asian",67.86,NA,"medicine / health",2012-06-23 19:39:00,"san francisco, california",NA,"gay","likes dogs","catholicism but not too serious about it","m","scorpio","no","english (fluently), ilongo (fluently), tagalog (fluently)","single","i am an easy going guy. looking for a serious , healthy , honest , monogamous long term relationship.  looking forward to a partner that i c"
"55110",27,"fit","strictly other","socially","never","dropped out of college/university","white",76.93,NA,"other",2012-06-29 11:28:00,"berkeley, california","doesn't have kids","straight","likes dogs","catholicism but not too serious about it","m","gemini but it doesn't matter","no","english (fluently), french (poorly), spanish (poorly), english","single","how come every time i'm in the kitchen, you in the kitchen?    so, originally i'm from massachusetts(yes, i have the accent), and i moved to"
"50068",26,"athletic",NA,NA,NA,"graduated from college/university","white",72.88,NA,"education / academia",2012-06-30 21:55:00,"san francisco, california",NA,"gay","likes dogs","christianity but not too serious about it","m","gemini and it's fun to think about","no","english (fluently), french (poorly), italian (poorly)","single","enthusiastic. connected. genuine.    for all those personality experts, i am an enfj. this describes me well.    extraverted feeling types s"
"8031",24,"average","mostly anything","socially","never","dropped out of college/university","white",66.97,70000,"sales / marketing / biz dev",2012-06-28 07:18:00,"palo alto, california","doesn't have kids","straight",NA,"other but not too serious about it","m","taurus but it doesn't matter","no","english","single","hello! my name is nick. i moved to the bay area a few months ago to join a new tech startup with some of my friends. for me, it's the dream!"
"21406",31,"athletic","mostly anything","socially","never","graduated from college/university","asian",72.98,100000,"science / tech / engineering",2012-06-20 21:22:00,"san francisco, california",NA,"straight","likes dogs","agnosticism and somewhat serious about it","m","aquarius but it doesn't matter","no","english (fluently), chinese (poorly), c++ (fluently)","single","quick pitch - i'm an intelligent (stanford alum), physically impressive (6'1"" and muscular) guy who enjoys a good conversation, gives a grea"
"39375",38,"thin",NA,"very often","never","graduated from college/university","white",71.88,NA,"sales / marketing / biz dev",2012-06-28 23:11:00,"san francisco, california",NA,"straight","dislikes dogs and dislikes cats","other and somewhat serious about it","m","pisces but it doesn't matter","trying to quit","english (fluently), french (okay)","available","i'm a canadian, settled permanently in san francisco. i live with my partner palindr-rdnilap, and a number of roommates.    i am smart, curi"
"814",29,"a little extra","anything","socially","never","graduated from high school","hispanic / latin",72.14,50000,"medicine / health",2012-04-23 09:25:00,"hayward, california",NA,"straight","has dogs","catholicism","m","pisces","no","english (fluently), spanish (fluently)","single","i am a 28 year old mexican guy i am 6 feet tali have black hair dark brown eyes and i am a fun guy that likes to work on cars go to car show"
"36487",33,"athletic",NA,"rarely","never","graduated from law school","asian, hispanic / latin",68.8,NA,"law / legal services",2012-06-30 09:35:00,"palo alto, california",NA,"straight","likes dogs","catholicism and very serious about it","m","capricorn but it doesn't matter","no","english (fluently), spanish (okay), french (okay)","single","i like meeting new people. i try to give everyone the benefit of the doubt. i am really passionate about everything. i am a terrible overach"
"21389",44,"fit",NA,NA,"never",NA,"other",70.84,NA,NA,2012-06-17 08:13:00,"brisbane, california",NA,"straight",NA,NA,"m",NA,"no","english","single","this could be the last profile that you click on.    i'm looking for things in addition to beauty in a partner... things like: integrity, ho"
"32591",59,"fit",NA,"socially","never","graduated from college/university","white",69.98,NA,"rather not say",2012-04-26 22:17:00,"novato, california",NA,"straight",NA,"judaism but not too serious about it","m","cancer but it doesn't matter","no","english","single","worldly, but have become quite the home body the last few years. could be enticed to be a world traveler once more, if the right woman appre"
"1676",22,"average","anything","socially","never","graduated from college/university","indian",68.81,80000,"computer / hardware / software",2012-06-06 08:00:00,"san francisco, california","doesn't have kids","straight","likes dogs","agnosticism","m","leo but it doesn't matter","no","english (fluently), hindi (okay), tamil (okay)","single","i am an indian guy. just moved to san fran recently.  i take time to open up . but when i get to know someone really well, i tend to get clo"
"36583",26,"average",NA,"socially","never","working on masters program","asian",70.07,NA,"education / academia",2012-06-30 22:21:00,"walnut creek, california",NA,"straight",NA,"christianity","m",NA,"no","english (fluently), chinese (okay)","single","admittedly, for the last few years, i feel like i have been consumed with work and school. while singleness has been a blessing -- as i have"
"25950",22,"athletic",NA,"socially","never","working on college/university","hispanic / latin, white",65,NA,"other",2012-06-29 13:52:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs","christianity","m","pisces","no","english (fluently), spanish (fluently), sign language (okay), french (okay)","single","where to begin (not really good with this)  i'm from sf born and raised. my heritage background takes me back to central america in a countr"
"42698",24,"average","strictly vegan","not at all","never","working on college/university","white",72.09,NA,"science / tech / engineering",2012-06-29 20:04:00,"san anselmo, california",NA,"gay",NA,NA,"m","libra but it doesn't matter","yes","english","single","things i enjoy:    digging for vinyl.  going to the movies alone.  making mixtapes for friends.  documentaries.  prison tattoos."
"48134",26,NA,NA,"socially","never","graduated from college/university","asian",66.18,NA,"hospitality / travel",2012-06-30 23:34:00,"san francisco, california",NA,"gay","has dogs and likes cats",NA,"m","sagittarius and it's fun to think about","no","english (fluently), chinese (fluently), spanish (fluently), french (poorly)","single","hello! if you want to get to know me better, shoot me a message. we can start from there =)"
"10831",28,"thin",NA,"often","sometimes","graduated from masters program","hispanic / latin",71.96,NA,"entertainment / media",2012-06-28 22:51:00,"san francisco, california",NA,"gay","likes dogs","agnosticism","m","aquarius and it's fun to think about","no","english (fluently), spanish (fluently)","single","i've been in the bay for a couple years now and love it, after having a rad time in la and growing up in my beloved chicago. i love my job, "
"7652",34,"athletic","mostly anything","socially","never","graduated from two-year college","white, other",71.88,70000,"clerical / administrative",2012-04-27 00:31:00,"berkeley, california","doesn't have kids, but might want them","straight","likes dogs","other but not too serious about it","m","pisces but it doesn't matter","no","english, french","single","life-wise, i am a self motivated and open minded person, i like to be around ""good"" people, i like outdoors, camping, going to movies, bars,"
"27921",24,"athletic","mostly anything","socially","never","graduated from college/university","white",71.01,NA,NA,2012-06-30 12:29:00,"san francisco, california",NA,"straight","likes dogs",NA,"m","cancer","no","english","single","i'm ryan, from kansas city. graduated from kansas state university in marketing. played football most of my life and still stay around the w"
"40782",27,"athletic",NA,"socially",NA,"graduated from college/university","white",74.9,NA,"banking / financial / real estate",2012-06-30 09:22:00,"oakland, california",NA,"straight","likes dogs","agnosticism but not too serious about it","m","aries","no","english (fluently), latin (poorly)","single",NA
"13754",27,"thin","strictly vegan","socially","often","working on college/university","hispanic / latin",65.19,NA,"artistic / musical / writer",2012-06-30 00:44:00,"san francisco, california","doesn't have kids, but might want them","straight",NA,"buddhism and laughing about it","m","cancer but it doesn't matter","no","english","single","greetings! i am an artist of all walks. most identifiable to the element of dance! i am vegan! i attend multiple festivals through out the y"
"1345",31,"athletic",NA,"socially",NA,"graduated from masters program","white",72.02,NA,"sales / marketing / biz dev",2012-06-03 20:19:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism but not too serious about it","m","libra but it doesn't matter","no","english (fluently), spanish (okay), italian (okay), portuguese (poorly), french (poorly)","single","spinning records, boiling hops, and blowing glass are all good times though i guess what really defines me is traveling and cooking. always "
"25417",28,"fit","strictly anything","socially","never","graduated from college/university","asian",71.17,NA,"education / academia",2012-06-30 08:59:00,"san francisco, california",NA,"straight",NA,"atheism","m","aries and it's fun to think about","no","english (poorly), chinese (okay), vietnamese (okay), japanese (poorly)","single","like a lot of you, i've always found it awfully hard and terribly awkward to write about myself. how do you do some without coming off as po"
"1131",28,"average","mostly halal","rarely","never","dropped out of college/university","black, native american, white",71.19,80000,"entertainment / media",2012-06-29 17:39:00,"san francisco, california","has a kid","straight",NA,NA,"m","sagittarius","no","english","single","well let's see.. umm first off.. i'm a strong educated mixed black man from oakland, ca. i'm the product of a social conscious, revolutionar"
"44792",27,"athletic",NA,"socially","never","graduated from masters program","white",72.04,80000,"computer / hardware / software",2012-06-08 00:48:00,"san francisco, california",NA,"straight","likes dogs",NA,"m",NA,"no","english","single","love to live life to the fullest in every possible manner. i have a ton of energy and want to be running at tops speed most of the time. i m"
"11146",28,"fit","mostly anything","socially","never","graduated from college/university","asian",68.03,NA,"entertainment / media",2012-06-27 01:59:00,"fremont, california","doesn't have kids","straight","likes dogs and likes cats",NA,"m","sagittarius","no","english, chinese, french (okay)","single","welcome to my humble abode. i am easygoing in a considerate and equable way, comparable to a harmoniously blended parfait. i value family gr"
"10616",31,"athletic","strictly anything","socially","never","graduated from college/university","hispanic / latin, white",66.05,NA,"computer / hardware / software",2012-06-28 15:23:00,"menlo park, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","atheism and laughing about it","m",NA,"no","english (fluently), spanish (okay), japanese (poorly)","single","i've found myself to be a binary actor, doing things in extremes to find balance. on my first grade report card, the teacher described my hu"
"14261",43,"fit",NA,NA,"never",NA,"middle eastern, white",68.14,NA,NA,2012-06-28 03:24:00,"san rafael, california",NA,"straight",NA,NA,"m",NA,NA,"english","single","from bay area,always happy,tiger type personality,very kind,but dont step over my tail.tigers hunt only when under attack or hungry.like tra"
"52765",56,"average","mostly anything","often",NA,"graduated from college/university","white",75.12,NA,"artistic / musical / writer",2012-06-29 02:12:00,"san francisco, california",NA,"straight","likes dogs and has cats","agnosticism","m",NA,"sometimes","english","single","[coming soon: a devastatingly intriguing, charming, sexy opening line.]    meanwhile: i guess i like to think i'm a kind, very smart, funny "
"33704",24,"a little extra",NA,"socially",NA,"graduated from college/university","hispanic / latin",70.93,NA,"science / tech / engineering",2012-06-26 03:47:00,"berkeley, california","doesn't have kids, but might want them","bisexual","likes dogs and likes cats",NA,"m",NA,"no","english, c++, lisp, spanish","single","cool guy just looking for good people to hang out with"
"40823",22,"average",NA,NA,"never",NA,"hispanic / latin",65.03,NA,NA,2011-10-01 09:51:00,"oakland, california",NA,"straight",NA,NA,"m",NA,NA,"english","single","well i'm new to this and hope to meet good people and meet somebody interesting and have fun"
"22179",23,"average","other","not at all","never","graduated from college/university","white",71.2,NA,"student",2012-06-30 10:49:00,"orinda, california",NA,"straight","has cats","agnosticism","m","leo but it doesn't matter","no","english (fluently), spanish (okay)","single","i am a recent college graduate, currently applying to grad schools to pursue a doctorate in neuroscience. i have managed to maintain an inte"
"52470",24,"average","other","socially","never","working on college/university","white",73.93,NA,"other",2012-06-27 18:27:00,"san pablo, california","doesn't have kids, but might want them","straight","likes dogs","agnosticism","m","scorpio and it's fun to think about","sometimes","english (fluently), spanish (poorly)","single","i'm full of energy, spastic, ambitious and a lot of fun to be around (so i'm told...). i have a very blunt/dirty sense of humor and love it!"
"18198",33,"athletic","strictly anything","socially","never","graduated from masters program","white",72.98,NA,"executive / management",2012-06-29 09:50:00,"emeryville, california","doesn't have kids, but wants them","straight",NA,"catholicism but not too serious about it","m",NA,"no","english","single","i live by myself in an old west oakland house that i bought foreclosed a few years back and am slowly fixing up; although i have been thinki"
"47677",23,"athletic","anything","rarely","sometimes","working on college/university","black",67.97,20000,"other",2012-04-09 01:53:00,"berkeley, california",NA,"straight","likes dogs and has cats","christianity but not too serious about it","m","sagittarius and it's fun to think about","sometimes","english (fluently), spanish (poorly)","available",NA
"17907",30,"athletic",NA,"socially",NA,"graduated from college/university","black, white",74.91,NA,"banking / financial / real estate",2012-03-14 22:24:00,"oakland, california",NA,"straight",NA,NA,"m",NA,"no","english (fluently), spanish (fluently)","single","i was really halfway anxious about meeting cool people on this site until i realized i had to write several college level essays to fill out"
"46232",33,"athletic","mostly vegetarian","rarely","sometimes","graduated from ph.d program","white",73.89,NA,"medicine / health",2012-06-24 22:11:00,"san francisco, california",NA,"straight","has dogs and dislikes cats","christianity and laughing about it","m","cancer but it doesn't matter","no","english (fluently), italian (fluently), spanish (okay), korean (poorly)","single","recent transplant to sf from nyc. love the outdoors, rock climbing, hiking, snowboarding, surfing, camping. a die hard yankees and giants fa"
"35696",35,"average","mostly anything",NA,NA,"college/university","black",71.08,NA,"artistic / musical / writer",2011-12-29 11:32:00,"oakland, california",NA,"straight","likes dogs and likes cats",NA,"m","gemini and it's fun to think about","sometimes","english (fluently)","single","i've pretty much been in california my whole life,i came here when i was 9 years old from louisiana.i've lived all over the bay and also l.a"
"43214",29,"athletic","mostly anything","socially","never","graduated from college/university","white",74.86,NA,"sales / marketing / biz dev",2012-06-27 00:47:00,"san francisco, california",NA,"gay",NA,NA,"m","sagittarius but it doesn't matter","no","english","single","i am a born and raised ca boy. i was a di college swimmer and enjoy the pool and the gym. i love to smile and be around people who laugh and"
"26840",28,"fit","anything","socially","never",NA,NA,71,NA,"other",2012-04-10 15:32:00,"hayward, california",NA,"straight",NA,"catholicism","m","leo","yes","english","single","just ask"
"38546",31,"athletic",NA,"rarely","never","graduated from college/university","asian",67.16,NA,"computer / hardware / software",2012-06-30 13:00:00,"san francisco, california","doesn't have kids","straight",NA,NA,"m",NA,"no","english","single","hello =)  here to meet new friends."
"3925",24,NA,NA,"socially","sometimes","graduated from college/university","hispanic / latin",66.98,NA,"medicine / health",2012-01-20 02:12:00,"oakland, california",NA,"gay","likes dogs and likes cats",NA,"m","virgo and it's fun to think about","sometimes","english (fluently), portuguese (poorly), spanish (fluently)","single","i've been mia from this site for a good minute - at the moment - primarily looking for friends to go on adventures with - but definitely ope"
"54651",25,NA,"anything","often","never","graduated from college/university","white",73.04,100000,"computer / hardware / software",2012-06-30 18:05:00,"san francisco, california","doesn't have kids","straight","likes dogs and has cats","other and laughing about it","m","sagittarius but it doesn't matter","no","english, c++","single","to simplify things a bit too much, i enjoy watching the san francisco giants, drinking craft beer, watching comedy and keeping an eye out fo"
"29729",31,"athletic",NA,"socially","never","dropped out of college/university","white",69.08,150000,"other",2012-05-27 09:00:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and very serious about it","m","leo and it's fun to think about","no","english, spanish (fluently), french (poorly), german (poorly), italian (poorly)","available","i'm always planning a trip somewhere or in actual travel mode. i recently learned how to scuba dive and love it. i'm doing a lot of yoga lat"
"1144",29,"average",NA,"socially",NA,"graduated from college/university","middle eastern, hispanic / latin",69.82,NA,"medicine / health",2012-03-31 01:09:00,"san francisco, california",NA,"straight",NA,"agnosticism","m","gemini","no","english","single","i'm just going with the wind, straight pocahontas style. life blows by quick, fast and in a hurry, so it's important to enjoy what you do an"
"55084",27,"average","mostly anything","socially","never","graduated from two-year college","hispanic / latin",68.85,NA,"sales / marketing / biz dev",2012-05-31 01:05:00,"san francisco, california",NA,"straight","has dogs","agnosticism and laughing about it","m","capricorn and it's fun to think about","no","english (fluently), spanish (fluently)","single","lived in san francisco most of life and loving every minute. studied political science and enjoy following politics. i also love sports- all"
"46240",26,"average","mostly anything","socially","never","graduated from college/university","white",71.97,NA,"law / legal services",2012-06-30 19:19:00,"san francisco, california","doesn't have kids","straight",NA,NA,"m","virgo","no","english (fluently), german (poorly), spanish (poorly)","single","i moved to sf four years ago after finishing college on the east coast. during the week i work downtown and on weekends i enjoy getting outs"
"21422",30,"average","mostly anything","socially","never","graduated from college/university","white",73.09,20000,"other",2012-06-10 00:04:00,"walnut creek, california",NA,"straight","likes dogs and likes cats","atheism and somewhat serious about it","m","taurus but it doesn't matter","no","english (fluently), spanish (poorly)","seeing someone","i am a dork. i love movies and video games, everything from star wars to super mario. but that doesnt mean i'm a shut in. i'm happy, with a "
"53688",34,"used up","strictly anything","socially","never","graduated from college/university","asian, pacific islander",69.01,NA,"entertainment / media",2011-10-10 20:20:00,"san francisco, california",NA,"straight","has dogs",NA,"m","aries and it's fun to think about","no","english, french (okay), spanish (poorly)","single","maybe a sample from my day would help summarize me better:    7 am: wake up, read news  8 am: gym  1015 am: go to work  545 pm: go to a tech"
"2227",43,"average",NA,"socially","never","graduated from two-year college","white",71.98,NA,"transportation",2011-09-21 00:30:00,"hayward, california",NA,"straight",NA,NA,"m","pisces","no","english","single",NA
"30851",46,"a little extra","anything","socially",NA,"graduated from masters program","white",69.12,NA,"other",2012-06-29 21:37:00,"alameda, california","doesn't have kids, but wants them","straight","likes dogs and has cats","judaism but not too serious about it","m","pisces but it doesn't matter","no","english","single","if you really knew me, you would know: i am an authentic man seeking a woman who likes authenticity. playfulness, kindness, and connection a"
"27349",23,"average","mostly anything","socially","never","graduated from masters program","white",76.05,NA,"science / tech / engineering",2012-06-30 19:24:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs and likes cats","atheism and laughing about it","m","libra and it's fun to think about","no","english (fluently), french (fluently), spanish (poorly)","single","french man living in san francisco, i've been enjoying my time in the city for a year and a half now. i graduated last year and i am now wor"
"623",41,"average",NA,"socially","sometimes","graduated from college/university","white",73.17,100000,"entertainment / media",2012-06-12 03:01:00,"san francisco, california","has a kid","straight","has dogs","agnosticism and laughing about it","m","taurus but it doesn't matter","no","english (fluently), french (poorly)","single",NA
"6657",31,"fit",NA,"socially","never","graduated from space camp","white",68.15,NA,"hospitality / travel",2012-03-28 18:13:00,"san francisco, california",NA,"straight","has dogs","catholicism and somewhat serious about it","m","libra","when drinking","english","single","i took the winter off of work and decided to head up to tahoe for an epic season of snowboarding!! now that the season is over im back at ho"
"18437",29,"average","mostly anything","socially","never","dropped out of space camp","white",72.87,NA,"student",2012-06-20 13:27:00,"san francisco, california",NA,"straight","likes dogs and likes cats","other and laughing about it","m","cancer and it's fun to think about","sometimes","english, other","single","""shall we begin like david copperfield? i am born...i grew up. or shall we begin when i was born to darkness, as i call it."" (if you underst"
"40454",37,"athletic","mostly anything","not at all","never","graduated from college/university","asian",66.81,NA,"banking / financial / real estate",2012-06-25 23:27:00,"san francisco, california",NA,"straight",NA,"buddhism and laughing about it","m","capricorn and it's fun to think about","no","english, c++ (poorly), chinese (okay), german (poorly), russian (poorly)","single","i believe an unexamined life is not worth living.  attitude ,  alignment ,  action : i readjust constantly to adhere to the 3as. like everyo"
"9068",20,"athletic","strictly anything","not at all","never","working on college/university","white",68.04,NA,"student",2012-06-29 16:19:00,"burlingame, california","doesn't have kids, but might want them","straight","likes dogs and likes cats","other and laughing about it","m","gemini but it doesn't matter","no","english (fluently), spanish (poorly)","single","i'm pretty straight forward. i like having fun and enjoying life. funny things are good too. i love music and am pretty open about what i li"
"40867",43,"average",NA,"socially","never","graduated from college/university","other",67.06,NA,"computer / hardware / software",2011-12-02 14:03:00,"hayward, california",NA,"straight","likes dogs and likes cats","catholicism","m","capricorn","no","english (fluently), portuguese (fluently), spanish (okay)","single","was really trying to think of something clever to say, but nothing pops out right now. i guess you'll have to get to know me to find out :) "
"10225",28,"average","anything","socially",NA,"graduated from college/university","white",67.12,NA,"artistic / musical / writer",2012-01-30 23:02:00,"alameda, california","doesn't have kids","straight","likes dogs","other","m","libra","no","english","single","intense, beast, crazy, hyphy... a few words my friends use to describe me.    i have a few very close friends that i spend all my time with,"
"6930",27,"athletic",NA,"socially","never","graduated from college/university","white",69.96,NA,"banking / financial / real estate",2012-06-28 08:38:00,"san francisco, california","doesn't have kids","straight","likes dogs","christianity","m","aries","no","english (fluently), spanish (fluently)","single",NA
"52954",58,"fit",NA,"socially","never","graduated from masters program","white",71.95,NA,"science / tech / engineering",2012-06-30 22:02:00,"san geronimo, california","doesn't have kids","straight","likes dogs and likes cats","buddhism and laughing about it","m","leo but it doesn't matter","no","english (fluently), french (poorly), spanish (poorly)","single","is alice's rabbit hole of delusion on the other side of this electronic looking glass, or ecstatic boundless love and deep passion?    i'm e"
"54187",40,NA,NA,"rarely","never","graduated from ph.d program","white",72.1,NA,"science / tech / engineering",2011-07-14 10:06:00,"novato, california",NA,"straight","likes dogs and likes cats","christianity and very serious about it","m",NA,"no","english (fluently), hebrew (poorly)","single","*** etiquette: if you're interested, please write an _individualized_ note that communicates personal pride and purpose (it needn't be long)"
"31935",28,"average","mostly anything","socially","never","dropped out of college/university","white",68.87,NA,"other",2012-06-19 21:51:00,"san francisco, california","doesn't want kids","gay","likes dogs and dislikes cats",NA,"m","taurus but it doesn't matter","no","english (fluently)","single","hey i moved to the city about 6 months ago and would like to see who's out there. i'm told the first year is pretty hard to get going with a"
"5041",23,"athletic",NA,NA,"never","working on college/university",NA,69.13,NA,"student",2012-02-04 16:35:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english","single","hard to know what the perfect match is...perhaps what i think i want it to be is just yourself and see where it goes.    my match just has t"
"39285",37,"athletic","mostly anything","not at all","never","graduated from college/university","white",71.2,NA,"sales / marketing / biz dev",2012-03-04 18:00:00,"san francisco, california",NA,"straight",NA,"catholicism","m","aquarius but it doesn't matter","no","english","single","i am an active person who enjoys the outdoors. my hobbies include swimming, biking, running, golf and yoga. i enjoy going out for a nice mea"
"46417",45,"average","mostly anything","socially","never","graduated from two-year college","white",74,NA,"executive / management",2012-01-02 22:58:00,"san francisco, california","doesn't want kids","gay","likes dogs and likes cats","christianity but not too serious about it","m","libra and it's fun to think about","yes","english","single",NA
"4164",37,"average","mostly anything","socially",NA,"graduated from masters program","white",68.91,NA,"science / tech / engineering",2012-06-29 10:55:00,"oakland, california",NA,"straight","likes dogs and has cats","agnosticism but not too serious about it","m","aries","no","english (fluently), chinese (poorly), german (okay), dutch (fluently), french (poorly)","single","i like to keep a good balance between work, enjoying hanging out either at home or with friends, going outside for running, walks, snowboard"
"52284",20,"fit","mostly anything","socially","never","working on college/university","middle eastern, white",74.85,40000,"student",2012-07-01 01:26:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs","judaism and laughing about it","m","leo but it doesn't matter","when drinking","english (fluently), c++ (fluently), lisp (okay)","single","i grew up in the suburbs of los angeles, moving down to la jolla for college at ucsd. moved up to san francisco for the summer with hopes to"
"54434",26,"average","strictly anything","often","sometimes","graduated from college/university","indian",70.97,NA,"science / tech / engineering",2012-06-28 12:20:00,"oakland, california",NA,"straight","likes dogs and likes cats",NA,"m","scorpio","when drinking","english, spanish (okay), other (okay)","single","i'm always looking for fun and adventures. curious and motivated, always trying to expand my horizons. i recently spent a year volunteering "
"44910",30,"athletic",NA,"socially",NA,"graduated from college/university","white",76.01,NA,"artistic / musical / writer",2012-06-28 16:09:00,"oakland, california","doesn't want kids","straight","likes dogs and likes cats","agnosticism","m","cancer","no","english (fluently), spanish (poorly)","single","i'm a writer and an artist. i work at an environmental non-profit, volunteer as a street medic, and do other generally lefty activist stuff."
"31065",31,"average",NA,"socially",NA,"graduated from college/university","white",74.08,NA,"executive / management",2012-01-11 09:34:00,"san francisco, california",NA,"straight","likes dogs and likes cats","christianity and laughing about it","m","sagittarius but it doesn't matter","when drinking","english (fluently)","single","these things are about as fun to write as poking your eye with a stick. i know that seems like it would be something that would be tough to "
"423",36,"average","strictly anything","socially","never","graduated from college/university","other",71,NA,"computer / hardware / software",2012-03-01 06:32:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism","m","aries but it doesn't matter","no","english (fluently), french (fluently), german (okay), spanish (okay)","single","i'll be out of the country to england, egypt, oman, the united emirates, and india for the next few months... i wish you all the best and go"
"57723",26,NA,NA,"socially",NA,"working on college/university","white",72.8,NA,"student",2012-06-29 20:48:00,"san francisco, california",NA,"straight",NA,"other","m","libra and it's fun to think about","no","english (fluently), japanese (okay)","single","im a student at the academy of art university focusing on making movies. my main interest is learning how to write and direct. i also like p"
"12193",32,"a little extra","mostly anything","often","never","graduated from law school","white",70.87,150000,"law / legal services",2011-11-24 20:42:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"when drinking","english","seeing someone","i don't trust people who don't swear. i usually have coffee and honey nut cheerios for breakfast. my favorite holiday is the 4th of july. i "
"54993",32,"athletic",NA,"socially","never","graduated from masters program","white",71.91,NA,"computer / hardware / software",2012-07-01 07:00:00,"san francisco, california",NA,"straight",NA,"agnosticism and laughing about it","m","leo","no","english, spanish (fluently)","single","like everyone else i'm a bunch of things  a little weird, honest, very functional, generous, goofy, brave, serious    i've given up on recon"
"32981",23,"skinny","mostly anything","socially","never","working on masters program","middle eastern, native american, hispanic / latin, white, other",71.02,20000,"other",2012-06-24 12:36:00,"half moon bay, california","doesn't have kids, but might want them","straight","has dogs and has cats","christianity and somewhat serious about it","m","capricorn but it doesn't matter","no","english","single","my name is robert i am a chill kinda guy, not easily annoyed or angered, i can be a little quiet at first but then once i'm comfortable i ca"
"30051",24,"average",NA,"socially","never","graduated from college/university","asian",68.89,NA,"banking / financial / real estate",2012-06-19 17:35:00,"san francisco, california",NA,"straight",NA,"christianity but not too serious about it","m",NA,"no","english (fluently)","single","i'm random. i like thinking and talking about hypothetical situations and random theories. i think i'm pretty interesting."
"19716",21,"fit","mostly vegetarian","socially","never","working on college/university","white",72.15,NA,NA,2012-06-30 15:12:00,"san francisco, california",NA,"straight",NA,NA,"m","pisces","no","english","single","i like to work, exercise, and sleep on weekdays, and party on the weekends. i'm nerdy, not to be confused with dorky. i'll workout, then pla"
"22955",24,"average","anything","socially","never","working on college/university","hispanic / latin",69.97,NA,"student",2012-06-28 23:14:00,"san francisco, california","doesn't have kids","straight","likes dogs and has cats","atheism","m","pisces but it doesn't matter","no","english, spanish (fluently)","single"," **i'm in mexico! i'll be back in mid-june!**     hello, my name is not evan. i am, unfortunately, from stockton, ca. i have been living in "
"57176",29,"thin",NA,NA,NA,"graduated from college/university",NA,68.19,NA,NA,2012-06-21 00:20:00,"san francisco, california",NA,"straight",NA,NA,"m","sagittarius and it's fun to think about",NA,"english","single","i am a bay area native who recently moved to sf. i'm naturally inquisitive and easily excited by new ideas -- especially the shiny, bright o"
"24246",28,"athletic","mostly anything","socially",NA,"graduated from law school","white",68.1,150000,"law / legal services",2012-06-30 11:57:00,"palo alto, california","doesn't have kids","straight","likes dogs and has cats","judaism but not too serious about it","m","libra but it doesn't matter","no","english (okay), spanish (poorly), hebrew (poorly)","single","i came to california to do tech law, ride my road bike in the foothills and have the good life. i'm originally from south florida and lived "
"30108",31,"average","mostly anything","socially",NA,"working on masters program","asian",71.93,NA,NA,2012-06-30 17:44:00,"san francisco, california",NA,"straight","likes dogs and likes cats",NA,"m",NA,"no","english (fluently), spanish (poorly)","single","if you want to see a face pic, just ask and i'll reply with one. i just see too many people i know on here. yes, i'm lame.    i'm a man who "
"7109",45,"athletic","mostly anything","socially","never","graduated from masters program","white",73.97,500000,"executive / management",2012-06-29 16:34:00,"san francisco, california",NA,"straight","likes dogs","other","m",NA,"no","english, spanish (okay), german (okay)","single","more john cusack meets ed norton than tom cruise meets vin diesel.  my down-to-earth midwestern roots were corrupted by a californian upbrin"
"2225",28,"fit","mostly anything","socially","never","graduated from college/university","hispanic / latin",71.9,NA,"science / tech / engineering",2012-06-30 01:55:00,"san mateo, california","doesn't have kids, but wants them","straight","likes dogs",NA,"m","libra but it doesn't matter","no","english","single","im very active, outgoing, and adventurous and am looking for someone to share doing the things i love with."
"58743",27,"average","mostly anything","often",NA,"graduated from college/university","white",68.88,NA,"other",2012-07-01 02:29:00,"san francisco, california",NA,"straight","likes dogs",NA,"m","libra and it matters a lot","no","english","single","the west coast-born, east coast-raised product of a lifetime of overpriced liberal arts education. i'm not bitter or even (that) sarcastic, "
"59092",42,"average",NA,"socially","never","graduated from college/university","white",72.17,100000,"construction / craftsmanship",2012-06-30 13:30:00,"burlingame, california","has kids","straight","likes dogs and likes cats","catholicism but not too serious about it","m","taurus and it's fun to think about","no","english (fluently), spanish (poorly)","married","i re-read my profile and realized it didn't sound like me at all (unless you count awkward) also after reading a lot of profiles and 90% of "
"51260",30,"average","mostly anything","socially","never","graduated from college/university","asian",66.99,NA,"medicine / health",2012-07-01 01:56:00,"san francisco, california",NA,"straight","likes dogs","agnosticism and somewhat serious about it","m","capricorn and it's fun to think about","no","english, chinese (fluently), japanese (poorly)","single","i'm a recently graduated health professional and ready to reconnect with the outside world.    on my free time i like to ride motorcycles, w"
