"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"12310",30,NA,NA,NA,"never",NA,"white",66.91,NA,NA,2012-02-11 01:48:00,"san rafael, california",NA,"straight",NA,NA,"f",NA,NA,"english","single",NA
"16390",30,"skinny","strictly anything","socially",NA,"graduated from college/university","asian",64.07,NA,NA,2012-04-17 00:43:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,"no","english (fluently)","single","i'm a san francisco native who loves to travel and see the world. i like learning from other people's experiences. if you have a story to sh"
"14746",26,"athletic","mostly other","rarely","never","graduated from college/university","white",69.96,NA,"other",2012-02-16 09:32:00,"oakland, california",NA,"straight","has dogs",NA,"f","taurus but it doesn't matter","sometimes","english","single","probably won't message you first...i like a guy with initiative...but maybe :)    i love to go camping, i love the water and generally just "
"57715",27,"athletic",NA,NA,NA,"working on ph.d program","white",63.81,NA,"education / academia",2012-06-30 00:53:00,"berkeley, california",NA,"gay",NA,NA,"f","leo and it's fun to think about",NA,"english","single","""if i didn't define myself for myself, i would be crunched into other people's fantasies for me and eaten alive."" - audrey lorde."
"54818",37,"fit",NA,"socially","never","graduated from masters program","white",64.95,NA,"medicine / health",2012-02-27 16:22:00,"san francisco, california",NA,"straight",NA,"christianity but not too serious about it","f","gemini and it's fun to think about","no","english","single","i hate to travel to exotic places! i think the bay area sucks! i totally don't treasure my friends and i think that music is for losers!!   "
"29918",25,"average",NA,"socially","never","graduated from college/university","asian",59.91,NA,"student",2012-06-11 12:02:00,"san francisco, california",NA,"straight","has dogs",NA,"f","cancer but it doesn't matter","no","english, chinese","single",NA
"8928",23,"skinny","mostly anything","socially","never","graduated from college/university","white",65.97,NA,"student",2012-06-29 23:04:00,"san francisco, california","doesn't have kids","straight","likes dogs and dislikes cats","christianity","f","libra","no","english","single","i am a very genuine person. anyone that meets me will agree. sometimes, i can be a little too blunt and people may dislike me initially. i t"
"573",33,"thin","anything","not at all","never","graduated from college/university","white",60.18,NA,"hospitality / travel",2012-06-26 09:06:00,"emeryville, california","doesn't have kids, but wants them","straight","likes dogs","christianity but not too serious about it","f","virgo and it's fun to think about","no","english (fluently)","single","moved back to ca a year ago for a new job. now that i have the job thing going, i'm looking for a kind, understanding, funny, loyal person t"
"40358",30,"curvy",NA,"socially","never","graduated from masters program","black",60,NA,"medicine / health",2012-05-12 22:30:00,"oakland, california",NA,"straight","likes dogs and likes cats","other","f","aries and it's fun to think about","no","english (fluently)","single","hi! my name is rahwa and i am an analog girl living in a digital world, more specifically oakland, ca. recently, i set some new goals for my"
"14246",29,NA,"mostly vegetarian","socially",NA,"graduated from college/university","white",68.13,NA,"science / tech / engineering",2012-06-17 11:03:00,"berkeley, california",NA,"straight","likes dogs and likes cats","agnosticism","f",NA,"no","english","single","she faces the ocean framed by the mountains, holding a wild flower, knowing she is taking her final breaths. horse at her side, she is not a"
"23594",56,"thin","anything","socially","never",NA,"white",69.16,NA,"other",2012-06-30 17:00:00,"san rafael, california","doesn't want kids","straight","has dogs",NA,"f","gemini but it doesn't matter","no","english","single",NA
"3444",22,"average","anything","socially",NA,"college/university","black, white",67.86,NA,"other",2012-06-24 23:14:00,"redwood city, california","doesn't have kids","straight","has dogs","other","f","libra","sometimes","english","single","i'm basically trying to figure out the meaning of life from all angles which is why i studied psychology and philosophy. but, of course that"
"29350",28,"fit","halal",NA,NA,"graduated from college/university","other",58.94,NA,"law / legal services",2012-06-21 17:46:00,"san francisco, california","doesn't have kids, but might want them","straight",NA,"islam and somewhat serious about it","f","taurus but it doesn't matter",NA,"english, arabic (poorly)","single","so my rotten neighbor is always yelling at her son. i work from home and can hear her yell at him daily. she is so loud that i know his name"
"58823",22,"a little extra","mostly anything","socially","never","graduated from high school","white",75.06,20000,"student",2012-05-21 21:54:00,"emeryville, california","doesn't have kids, but might want them","bisexual","has dogs and has cats","other but not too serious about it","f","capricorn and it's fun to think about","sometimes","english (fluently), spanish (poorly)","seeing someone","i am crazy and out going, but i do like to be at home and to cook. i enjoy little simple things like music, books, art, and movies."
"27237",35,"average","mostly anything","socially","never","graduated from masters program","asian",62.89,NA,"banking / financial / real estate",2012-06-30 08:04:00,"san francisco, california","doesn't have kids","straight",NA,NA,"f","pisces","no","english","single","i am easy going, driven, goofy, open minded and easy to be around. i like trying new things and like to surround myself with people who are "
"47406",35,"average","mostly anything","socially","never","graduated from masters program","white",65.07,NA,"entertainment / media",2012-06-29 19:18:00,"san francisco, california",NA,"straight","has cats",NA,"f","scorpio and it's fun to think about","no","english","available","i'm a transplanted east coaster, and have been in san francisco for just over two years now. love, love, love the bay area, but sometimes st"
"39985",21,"athletic","anything","often","never","working on law school","black",69.99,40000,"military",2011-10-22 10:47:00,"vallejo, california",NA,"straight","has dogs and dislikes cats","christianity and very serious about it","f","virgo but it doesn't matter","sometimes","english","single",NA
"34930",31,"curvy",NA,"socially",NA,NA,"white",62.86,80000,"sales / marketing / biz dev",2012-06-25 19:28:00,"san francisco, california",NA,"straight","likes dogs and likes cats","christianity but not too serious about it","f","virgo and it's fun to think about","when drinking","english (fluently)","single","if this profile could talk, we would already be on a date...    i am definitely one of a kind. i am very outgoing, smart, funny and love to "
"31094",27,"average","mostly anything","socially",NA,"dropped out of space camp","asian, white",64.04,NA,"education / academia",2012-01-03 12:45:00,"san francisco, california",NA,"straight","likes dogs and dislikes cats",NA,"f","libra and it's fun to think about","when drinking","english (fluently), french (okay), spanish (okay), farsi (poorly), thai (okay)","single",NA
"934",41,NA,NA,"socially",NA,"graduated from masters program",NA,67.15,NA,NA,2012-06-28 17:46:00,"oakland, california",NA,"straight","likes dogs and likes cats",NA,"f","pisces","no","english","available","i fucking cherish authenticity, compassion, creating a sense of belonging, and selective ass kicking where appropriate. and apparently, swea"
"44216",38,"fit","strictly vegetarian","socially","never","graduated from college/university","white",65.14,NA,"computer / hardware / software",2012-06-26 19:05:00,"san francisco, california",NA,"straight",NA,"atheism and very serious about it","f","taurus but it doesn't matter",NA,"english","single","things that i am:  - sensitive and sincere  - a dedicated volunteer  - fiercely loyal  - not bothered in the least by gory, graphic horror m"
"38702",31,"average","mostly anything","socially","never","graduated from college/university","white",68.14,NA,"education / academia",2012-06-29 16:05:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs","catholicism","f","pisces and it's fun to think about","no","english","single","i am easy-going young lady that is ""myself"" in any or all situations. i love people and would be happy talking to a stranger. i love laughin"
"30138",22,"curvy",NA,"socially",NA,"graduated from high school","hispanic / latin",63.04,NA,"other",2012-06-20 20:34:00,"menlo park, california",NA,"gay",NA,NA,"f","virgo",NA,"english","seeing someone","my name is jasmine, i'm 22, i'm a gold star lesbian, born and raised in massachusetts, i just moved to california and i'm loving every momen"
"5354",39,"athletic",NA,"socially","never","graduated from med school","white",68.16,NA,"medicine / health",2012-06-23 20:36:00,"berkeley, california",NA,"straight","likes dogs and has cats","agnosticism and laughing about it","f","gemini and it's fun to think about","no","english (fluently), swedish (fluently), italian (okay), french (okay)","single","i have a cat. his name is spooky. in the mornings he likes to wake  me up by sitting on my belly, looking me in the eyes, and purring.  have"
"35808",29,"thin","mostly anything","socially","never","graduated from masters program","white",64.9,NA,"banking / financial / real estate",2012-06-29 19:27:00,"san francisco, california","doesn't have kids","straight","likes dogs and likes cats","judaism but not too serious about it","f","virgo but it doesn't matter","no","english (fluently), russian (fluently), ukrainian (okay)","single","i know what i want out of life and i work hard to achieve it. i am a loyal friend, loving aunt, sister and daughter, hard worker, and an inc"
"53238",43,"fit",NA,"socially","never","graduated from masters program","white",70.11,NA,"sales / marketing / biz dev",2012-06-23 23:27:00,"san francisco, california",NA,"straight",NA,"catholicism","f","gemini","no","english","single","just moved back to the bay area. i am very outdoorsy- love to work out and be active. also love having fun and exploring different parts of "
"19018",28,"a little extra","mostly anything","socially","never","graduated from high school","black",67.12,NA,"other",2012-02-21 09:17:00,"rodeo, california","has kids","straight","likes dogs and likes cats","other and very serious about it","f","pisces but it doesn't matter","no","english (fluently)","single","hello everybody my name is tyeisha i'm 27 years old & a single mom of 2 little girls, i consider myself to be very down to earth i have a go"
"9912",24,NA,NA,"socially","never","graduated from college/university","hispanic / latin, white",64.01,NA,"artistic / musical / writer",2012-06-29 23:35:00,"san francisco, california","doesn't have kids","straight","likes dogs and likes cats",NA,"f","sagittarius but it doesn't matter","no","english","single","i'm genuine and down to earth, and looking to meet people outside of my regular circles of college and work friends.    i'm also new to this"
"28206",24,"average",NA,"socially","never","working on college/university","hispanic / latin",62.95,NA,"other",2012-06-26 15:48:00,"san francisco, california",NA,"straight","likes dogs",NA,"f","virgo and it's fun to think about","no","english (okay), spanish (fluently), portuguese (okay)","single","very friendly, sincere easy going ..simple person =)"
"39754",26,"average","mostly anything","socially","never","working on college/university","white",67,NA,"sales / marketing / biz dev",2012-06-30 22:41:00,"san francisco, california","doesn't have kids, but wants them","straight","likes cats","christianity but not too serious about it","f","libra but it doesn't matter","no","english (fluently), romanian (fluently), russian (fluently)","single","i've recently moved to sf. i am currently exploring the city and so far i can tell that i am in love with it. this is the most exciting and "
"5012",39,NA,NA,"socially",NA,"graduated from college/university",NA,62.81,NA,"artistic / musical / writer",2012-06-28 20:46:00,"oakland, california","has a kid","straight","has dogs and dislikes cats","atheism","f","aries","no","english","single","down to earth, old school punk, idealist, single parent by choice, tireless optimist.  i have my own printing business and gallery and art i"
"29446",25,NA,"strictly vegan","not at all","never","graduated from college/university","white",62.13,NA,NA,2012-04-17 22:00:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,"no","english","single",NA
"34980",32,"fit","mostly vegan","rarely","never","graduated from college/university","white",68.11,40000,"education / academia",2012-01-17 21:57:00,"castro valley, california",NA,"straight","likes dogs and dislikes cats","atheism and very serious about it","f","leo","no","english (fluently), sign language (okay)","single","i'm a science teacher for 427 kids, kinder through 5th grade.  i work on cars and help my dad run his auto repair shop.  i workout 6-7 days "
"9105",44,"curvy",NA,"rarely","never",NA,"hispanic / latin",59.04,NA,"rather not say",2011-07-09 16:53:00,"martinez, california","has kids","straight",NA,NA,"f","pisces but it doesn't matter",NA,"english (fluently), spanish (fluently)","single",NA
"51579",37,"curvy","mostly anything","often","sometimes","graduated from college/university","white",62.93,NA,"hospitality / travel",2012-06-27 19:21:00,"millbrae, california","doesn't have kids, but might want them","straight","likes dogs and likes cats","agnosticism and laughing about it","f","leo and it's fun to think about","sometimes","english (fluently), spanish (poorly)","single","i currently work in hospitality (recently unemployed due to layoff, but hopefully not for long). i've done everything from teaching, adminis"
"57204",38,"thin",NA,"rarely","never",NA,"hispanic / latin",66.86,NA,NA,2012-06-22 16:18:00,"san francisco, california",NA,"bisexual","has dogs",NA,"f","virgo","no","english (fluently), spanish (fluently)","single",NA
"46166",22,"a little extra",NA,"socially","never","working on college/university","white",65.02,NA,"law / legal services",2012-05-25 08:53:00,"san francisco, california","doesn't have kids, but might want them","gay","has dogs and likes cats",NA,"f","aries and it's fun to think about","no","english","single","hey all,    i think i'm a pretty cool person, but you are more than welcome to form your own opinion.    usually i'm pretty laid back, but a"
"6082",22,NA,NA,"socially","never",NA,NA,69.97,NA,"student",2012-06-29 21:09:00,"san francisco, california",NA,"straight","likes dogs",NA,"f","cancer",NA,"english, german, french, italian, other","single",NA
"49073",23,"average","strictly anything","socially","sometimes","graduated from college/university","white",63.16,NA,"artistic / musical / writer",2012-06-19 07:28:00,"oakland, california","doesn't have kids","gay",NA,"agnosticism","f","libra","sometimes","english (fluently), spanish (okay), german (okay)","single","i eat mangos, write code, people watch, ride my bike, day dream    ima read ima read ima readdd"
"43862",26,"average","mostly anything","socially","never","graduated from masters program","hispanic / latin",65.87,NA,"sales / marketing / biz dev",2012-06-30 22:19:00,"san francisco, california",NA,"straight",NA,NA,"f","sagittarius","no","english, spanish, sign language","single","""you are the 1st person i know to follow your dreams off of a feeling and succeed...""    a marketer, a daughter, a big sister, very caring, "
"56517",20,"fit",NA,NA,"never",NA,"black",66.88,NA,NA,2011-12-11 15:39:00,"san francisco, california","doesn't want kids","gay","has dogs",NA,"f",NA,"sometimes","english","available","my life way too complicated to put into a summary."
"51630",24,NA,NA,"socially","never","graduated from college/university","white",66,NA,"banking / financial / real estate",2012-06-29 15:46:00,"san francisco, california","doesn't have kids","straight",NA,"christianity and very serious about it","f",NA,"no","english","single","all american girl from all over (washington, d.c. -&gt; houston, tx -&gt; boulder, co -&gt; san francisco, ca). takes life by the reins. ana"
"50909",27,"athletic","mostly vegetarian","often","never",NA,"white",65.98,NA,"student",2012-06-23 20:37:00,"san mateo, california",NA,"straight","has dogs","agnosticism","f",NA,"yes","english","single","i am very funny and active girl."
"54443",28,"a little extra","mostly anything","rarely","never","graduated from high school","white",66.9,20000,"sales / marketing / biz dev",2012-06-21 21:17:00,"martinez, california","doesn't have kids, but wants them","straight","has dogs and dislikes cats","christianity and very serious about it","f","pisces but it doesn't matter","no","english (fluently)","single","where to begin, where to begin.  i am a bay area native. i am a firm believer in jesus and that god has his hand on everything in my life. i"
"43155",34,"curvy",NA,"often","never","graduated from college/university","black, hispanic / latin",62.97,NA,NA,2012-05-30 11:47:00,"san francisco, california","doesn't want kids","straight",NA,"catholicism but not too serious about it","f","taurus and it's fun to think about","no","english (fluently), spanish (poorly)","single","i'm 100% cali girl. i grew in a latino suburb in l.a., got my education in santa cruz, and now living in san francisco for the past 7 years."
"43050",47,"athletic",NA,"socially",NA,"graduated from college/university","asian",62.1,NA,"computer / hardware / software",2012-06-30 14:26:00,"san francisco, california",NA,"gay","has dogs",NA,"f","aquarius","no","english","single","i love exploring the world. i think people are interesting and love to watch others being passionate about something of interest to them. i "
"26075",28,"thin","anything","often","sometimes","dropped out of two-year college","white",63.83,NA,"other",2012-06-12 02:27:00,"san francisco, california",NA,"straight",NA,"other but not too serious about it","f",NA,"sometimes","english","single","fantastic and gorgeous"
"19258",43,"average","strictly vegetarian","socially","never","graduated from high school","white",63.95,NA,"other",2012-06-24 09:58:00,"san carlos, california","has a kid, but doesn't want more","straight","has dogs and likes cats","christianity","f","leo and it's fun to think about","sometimes","english","single","hi, just little bit about me...    i consider myself an uncomplicated and easy-going woman, who enjoys being around kind people who can appr"
"50816",58,"thin","mostly anything","socially","never","graduated from college/university","white",66.1,NA,"other",2012-06-27 19:05:00,"san francisco, california","has a kid","straight",NA,"agnosticism but not too serious about it","f",NA,"no","english (fluently), russian (poorly)","single","i'm a smart, sophisticated, cultured, active, funny, modest, woman looking for a man with similar qualities."
"55974",20,"thin","strictly anything",NA,NA,"working on college/university","asian, white",68.83,NA,NA,2012-07-01 05:26:00,"oakland, california",NA,"straight",NA,"atheism","f",NA,NA,"english (fluently), latin (fluently), spanish (poorly)","single","i go to college near cleveland and live in the bay area. love music, concerts, reading books, coffee, sleep, road trips and adventures."
"1725",21,"fit","anything","socially","never","graduated from college/university","white",69.92,NA,NA,2012-06-28 17:20:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,"no","english","single",NA
"1965",23,"thin","strictly anything","socially","never","graduated from masters program","white",61.96,NA,"law / legal services",2012-06-26 14:48:00,"san francisco, california","doesn't have kids, but might want them","straight","has dogs and likes cats","agnosticism","f","scorpio and it's fun to think about","no","english (fluently), french (fluently), spanish (okay)","single","cliff notes:  more audrey, less marilyn  a recovering cynic  a hopeless romantic  notoriously type a  a textbook scorpio  perpetually inquis"
"31281",35,"average",NA,"socially","never","graduated from law school","black",65.01,NA,"law / legal services",2012-06-30 21:20:00,"san francisco, california","doesn't have kids","straight",NA,NA,"f","scorpio","no","english","single","hmm, i love to laugh, travel and explore new adventures. definitely a relationship girl and would like to meet someone open, fun and loving."
"8236",25,"average","anything","socially","never","graduated from college/university","asian",62.82,NA,"student",2012-06-28 12:17:00,"san francisco, california","wants kids","straight","likes dogs","agnosticism but not too serious about it","f","capricorn and it's fun to think about","no","english (fluently), chinese (fluently), spanish (okay)","single","i'm a free spirit at heart & adrenaline junkie but can be serious when the time calls for it. i live to travel & experience new things. i'm "
"21143",43,"fit","mostly vegetarian","rarely",NA,"graduated from college/university","white",63.91,NA,"medicine / health",2012-05-28 22:34:00,"san francisco, california","doesn't want kids","straight","has cats",NA,"f","leo","no","english","single","what can i say? i'm a whole lot of fun in a small package. i like to handle business & then get out & cut loose....dancing, hiking, street f"
"254",26,"curvy","anything","often","sometimes","graduated from college/university",NA,67.17,NA,NA,2012-06-29 20:12:00,"san francisco, california",NA,"straight","likes dogs",NA,"f","capricorn and it matters a lot","yes","english, japanese (okay), french (okay)","single","i have: neat handwriting. good posture. lots of books. i tend to: over-think things. spill on myself. talk a lot when i'm nervous. i almost "
"20987",43,"a little extra",NA,NA,"never",NA,"hispanic / latin",65.13,NA,NA,2012-05-16 20:25:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,NA,"english","single",NA
"27241",29,"thin","anything","socially","never","graduated from masters program","asian",63.81,NA,"artistic / musical / writer",2012-06-30 10:20:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs","other","f","pisces","no","english (fluently), chinese (fluently)","single","i like to think positive, and be surrounded by positive people. i truly believe when one door closes, another opens. i try to appreciate eve"
"9307",38,"average",NA,"rarely","never","graduated from college/university","white",65,20000,"medicine / health",2012-06-24 19:18:00,"san francisco, california",NA,"straight","likes dogs and likes cats",NA,"f","cancer but it doesn't matter","no","english (fluently), spanish (poorly), sign language (poorly)","single","oh wow. the one paragraph self-summary. yikes! ok, here goes..... i am a warm-hearting, caring, happy individidual. i am an optomist. i beli"
"42305",25,"average",NA,"socially","never","dropped out of ph.d program","white",63.87,NA,"science / tech / engineering",2012-07-01 00:39:00,"san francisco, california",NA,"bisexual","has dogs","agnosticism","f",NA,"when drinking","english","single","i'm upbeat, optimistic, and vulgar. at some point in my life, i learned i can say some pretty absurd shit if i'm smiling while i do it.    i"
"15466",24,"curvy","mostly anything","socially","never","graduated from masters program","white",63.83,NA,NA,2012-06-23 20:01:00,"alameda, california","doesn't have kids","straight","has dogs and likes cats","atheism","f","capricorn but it doesn't matter","no","english, italian (fluently)","single","i was raised in the bay area by my loving ex-hippy parents, listening to the beatles and watching wayne's world on repeat, which i think exp"
"20860",36,"thin","strictly anything","socially",NA,"graduated from masters program","white",59.88,NA,"other",2012-06-26 17:40:00,"san francisco, california",NA,"straight","likes dogs and likes cats","other but not too serious about it","f","libra and it's fun to think about","no","english (fluently), french (okay), spanish (okay), indonesian (poorly)","single","breaking news: i've given up on the stress of instant internet romance and am looking more for hit-it-off-as-friends right now, see if there"
"24899",26,"average","mostly anything","rarely","never","graduated from masters program","asian",64.13,NA,"other",2012-06-02 09:18:00,"hayward, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","buddhism but not too serious about it","f","libra and it's fun to think about","no","english (fluently), chinese (fluently)","single","i'm a people person and i love to talk about almost anything. i have a wide variety of interests and will try just about anything once (exce"
"17843",38,"thin","strictly anything","socially","never","graduated from masters program","white",69.07,150000,"executive / management",2012-02-18 22:22:00,"san francisco, california","has a kid","straight",NA,"atheism and very serious about it","f","capricorn but it doesn't matter","no","english (fluently), french (fluently), greek (fluently), spanish (fluently), italian (fluently)","single","born to greek diplomat parents, i grew up in germany, italy, france, bulgaria, greece, canada and switzerland. i continued this nomadic life"
"24122",58,"curvy",NA,"socially","never","graduated from masters program","white",66.13,NA,"education / academia",2012-03-05 08:19:00,"san francisco, california","has a kid","bisexual","has dogs and likes cats","judaism but not too serious about it","f","scorpio and it's fun to think about","no","english (fluently)","single","a drunk friend signed me up, and online dating feels like interviewing for a job, but i don't know where to meet people, so here we are...  "
"35306",32,"average","mostly anything","socially","never","graduated from law school",NA,61.2,NA,"law / legal services",2012-06-19 20:55:00,"san francisco, california","doesn't have kids, but wants them","straight",NA,"agnosticism and laughing about it","f","cancer and it's fun to think about","no","english (fluently)","single",NA
"55732",49,"a little extra",NA,"socially","never","graduated from masters program","white",68.2,NA,"artistic / musical / writer",2012-06-22 10:04:00,"san francisco, california",NA,"gay",NA,"agnosticism but not too serious about it","f","sagittarius and it's fun to think about","no","english","single","i have the most fun when i am being creative. i love writing plays, singing in a choir, writing poetry, painting for fun. i have been a prof"
"48144",47,"average",NA,"socially","never","graduated from college/university","white",65.92,NA,"other",2011-08-12 15:19:00,"san francisco, california",NA,"bisexual","likes dogs and likes cats","other but not too serious about it","f","gemini and it's fun to think about","no","english, spanish (poorly), german (poorly), other (poorly)","single","i'm here for...  lovin', play, desire, community, like-minded souls.  i am independent; i am mischievous; a sexy-tomboy.    short list of fe"
"59220",40,"average","anything","socially","never","college/university","pacific islander",64.18,80000,"law / legal services",2012-05-02 19:03:00,"burlingame, california","doesn't have kids","straight","likes dogs",NA,"f",NA,"no","english, spanish, tagalog","single","hey there!!! here's some ways i'd describe myself: sun worshipper, traveler, easy-going, family-oriented....to name a few. 1 of my mottos is"
"51433",42,"athletic","mostly anything","socially","never","graduated from masters program","white",63.95,100000,"executive / management",2012-06-28 11:06:00,"redwood city, california","has a kid","straight","likes dogs","judaism but not too serious about it","f","virgo and it's fun to think about","no","english (fluently)","single","life is a journey... why not explore?    i am a fun, loving, caring, and passionate woman. i am confident in who i am as a person, where i a"
"39858",48,"fit","mostly anything","socially","never","graduated from masters program","white",66.9,NA,"sales / marketing / biz dev",2012-06-30 12:27:00,"san pablo, california","doesn't have kids","straight","has dogs and likes cats","buddhism but not too serious about it","f","aries and it's fun to think about","no","english","single","i'm pretty normal, really. i'm gainfully employed in an industry that interests me. i have very dear friends, some wonderful acquaintances. "
"57633",27,"fit","mostly anything","not at all","never","working on law school","white",61.87,NA,"law / legal services",2012-06-30 16:03:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","other","f","virgo and it's fun to think about","no","english (fluently), french (okay), spanish (poorly)","single","i'm originally from texas and moved to san francisco last year. although i'm a southern girl at heart, i really enjoy living in the city and"
"27407",43,"curvy","mostly vegan","socially","never","graduated from masters program","white",65.13,NA,"medicine / health",2012-06-30 19:31:00,"lafayette, california","has kids","straight","has dogs and likes cats","judaism and somewhat serious about it","f","capricorn but it doesn't matter","no","english","single","in a nutshell--  (a big nutshell..a coconut shell):    i once saved a friend from drowning in the chicago river. i've gone face to face with"
"37367",48,NA,"strictly vegetarian","rarely","never","graduated from ph.d program","white",70.97,NA,"education / academia",2012-02-09 12:22:00,"pleasant hill, california","has a kid","bisexual",NA,"atheism and somewhat serious about it","f",NA,"no","english (fluently), german (poorly)","married","okay, well... i'm introverted, bisexual (pansexual), polyamorous, male-to-female transsexual (post-op), androgynous, atheist, an astronomer/"
"13368",27,"curvy","anything","socially","never",NA,NA,62.16,NA,NA,2012-06-30 00:20:00,"san francisco, california","doesn't have kids","straight",NA,NA,"f","capricorn","no","english, spanish (okay)","single","fun, easy going, always looking for a new adventure"
"54404",26,NA,NA,"socially","sometimes","graduated from college/university","black",66.89,NA,NA,2012-06-30 20:01:00,"emeryville, california",NA,"gay","has cats",NA,"f","taurus","no","english","single","femme dyke looking for a good time and new crushes.  i like a lot of confidence, critical consciousness that doesn't need constant validatin"
"31157",39,"average","mostly anything","socially","never","graduated from law school","white",68.14,NA,"law / legal services",2011-08-29 22:03:00,"oakland, california",NA,"straight",NA,"other but not too serious about it","f","libra and it's fun to think about","no","english (fluently), french (okay), spanish (poorly), esperanto (fluently)","single",NA
"36245",36,"curvy","mostly anything","socially","sometimes","graduated from two-year college","white",67.97,NA,"entertainment / media",2012-06-30 14:10:00,"hayward, california",NA,"bisexual","likes dogs and has cats","atheism and laughing about it","f","cancer but it doesn't matter","yes","english","single","i'm an enigma wrapped in a flour tortilla. i do apologize for how empty this profile is, filling these essays out on your phone, one letter "
"30213",42,"athletic","mostly anything","socially","never","graduated from masters program","white",68.9,NA,NA,2012-06-24 18:40:00,"alameda, california",NA,"straight","likes dogs and likes cats",NA,"f","aries and it's fun to think about","no","english","single","easy-going, athletic bean counter who is passionate about soccer, boston sports teams (red sox & patriots... if tom brady would just return "
"19299",55,"fit","mostly anything","socially","never","graduated from two-year college",NA,63.05,NA,"clerical / administrative",2012-06-24 17:45:00,"san mateo, california","has a kid","straight",NA,"catholicism","f","leo and it's fun to think about","no","english (fluently), italian (poorly)","single","my passion for living life to the fullest. i always want to look at the glass half full. i never want to stop dreaming and growing. integrit"
"21567",44,"fit","mostly vegetarian","socially","never","graduated from masters program","white",65.84,NA,"executive / management",2012-02-26 11:31:00,"mill valley, california","has a kid","straight",NA,NA,"f","virgo and it's fun to think about","no","english","single","i feel younger and more alive than i have in years. simple things make me happy - the hammock on a saturday morning, surprisingly good apple"
"8757",46,"full figured","mostly anything","socially","never","working on two-year college","white",68.02,50000,"medicine / health",2012-06-28 22:56:00,"san leandro, california","has a kid, but doesn't want more","straight","has dogs and likes cats","christianity but not too serious about it","f","virgo and it's fun to think about","no","english (fluently)","single","i will get to this part later!"
"2875",38,"full figured",NA,"socially",NA,"graduated from masters program","white",66.06,NA,"science / tech / engineering",2012-06-03 15:56:00,"moraga, california","doesn't want kids","gay","has dogs","atheism","f","libra and it's fun to think about","no","english (fluently), spanish (okay), portuguese (poorly)","single","i am a people pleaser, and i knew this long before i took the personality test on this site! i am a great listener. i am very independent. i"
"52911",32,"athletic","anything","socially","never","graduated from masters program","white",67.08,NA,"other",2012-06-30 23:14:00,"emeryville, california","doesn't have kids, but wants them","straight","likes dogs and has cats",NA,"f","virgo","no","english","single","i like to think my friends would say that at my core i am friendly, funny, easy going, and inquisitive. a bay area resident of the last 7 ye"
"56230",36,NA,NA,"often","never","dropped out of ph.d program","white",66.13,NA,"education / academia",2012-06-21 23:52:00,"el cerrito, california",NA,"bisexual","likes dogs and likes cats","atheism and somewhat serious about it","f",NA,"when drinking","english (fluently), russian (poorly), lisp (poorly)","seeing someone","i analyze everything in my life to great extent, and yet, i'm constantly amazed at the completely obvious stuff that i miss. i love relation"
"18871",31,"fit","mostly anything","socially","sometimes","graduated from masters program",NA,61.96,NA,"sales / marketing / biz dev",2012-05-19 17:58:00,"san francisco, california",NA,"gay","likes dogs and likes cats","buddhism and laughing about it","f","scorpio and it's fun to think about","no","english, spanish (okay), italian (poorly), sign language (poorly)","single","i had four words here at first, trying to see if brevity is indeed the soul of wit. evidently, less is not necessarily more, even in an age "
"28558",39,"curvy",NA,"socially","never","graduated from masters program","black, native american, white",67.86,NA,"other",2012-06-30 09:45:00,"mill valley, california","doesn't have kids","straight","likes dogs","other","f","aquarius and it's fun to think about","no","english (fluently), french (poorly), spanish (poorly), italian (poorly)","single","i'm finding through discussion with men that i'm unique in that i actually say what i mean. i don't manipulate men because i respect them to"
"33952",35,"curvy",NA,NA,NA,"graduated from two-year college",NA,67.07,60000,"clerical / administrative",2012-06-27 23:41:00,"crockett, california","doesn't want kids","straight","likes dogs","catholicism but not too serious about it","f","cancer and it's fun to think about","sometimes","english","single","blah blah blah, can't we just skip this part, send me a message, then we can try a phone call and meet up in person even, no endless emailin"
"54028",33,"average",NA,"rarely","never","graduated from college/university","asian",60.14,NA,"clerical / administrative",2012-07-01 00:07:00,"san francisco, california","has kids, and might want more","straight","has dogs",NA,"f","capricorn and it's fun to think about","no","english (fluently), chinese (fluently)","single","hi! thanks for stopping by :0)    update: i'm kid free for the next 3 weeks as they are with dad so i've got nothing to do other than work a"
"4706",53,"full figured","mostly other","not at all","never","dropped out of ph.d program","white",61.92,NA,"science / tech / engineering",2012-01-27 21:52:00,"brisbane, california",NA,"straight","likes dogs and has cats","other","f",NA,"no","english (fluently), french (poorly)","single","i'm open, interesting, and interested. i enjoy trying new things and creating new things."
